Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,Rain
1/20/2009,20.1,28.7,0,W,NE,9,61,1010.6,0,27,No
1/21/2009,21.3,31.1,1.6,W,ENE,11,66,1008.1,3,29.2,Yes
1/22/2009,23.4,33.6,1,W,NNW,15,52,1005.5,5,32.7,No
1/23/2009,25,31.7,0,W,E,9,59,1007.6,1,29.1,No
1/24/2009,24.8,40.9,0,W,W,11,55,1002.8,6,40.1,No
1/25/2009,20.5,25.9,0,W,ESE,15,57,1018.3,7,24.7,No
1/26/2009,20.8,26.8,0,W,S,9,80,1019.1,8,25.3,No
1/27/2009,20.2,23.9,14.2,W,SSE,9,95,1019.9,8,22.4,Yes
1/28/2009,19.9,27.1,4.4,W,NE,4,78,1016,6,26.6,Yes
1/29/2009,21.2,28.3,0,W,NE,4,73,1016.5,1,27.5,No
1/30/2009,21.1,28.2,0,W,NE,4,72,1015.8,1,27.5,No
1/31/2009,21.8,29.1,0,W,NE,7,76,1014.2,2,29,No
2/1/2009,21.2,28.1,0,W,ESE,13,71,1016.2,1,26.9,No
2/2/2009,22.9,28.3,0,W,NE,4,79,1012.2,6,27.1,No
2/3/2009,21.8,28,0,W,SE,0,63,1010,7,27.9,No
2/4/2009,21.6,27.3,0.4,W,E,6,84,1009.4,7,26.2,No
2/5/2009,22.2,29.2,0,W,NE,6,73,1005.9,1,28.9,No
2/6/2009,21.9,29.5,0,W,ENE,6,75,1008.4,3,27.4,No
2/7/2009,21.8,33.5,0,W,NNE,9,68,1010.6,0,32.2,No
2/8/2009,21.4,28.6,0,W,ENE,9,69,1007.5,0,28.1,No
2/9/2009,20.9,22.5,0,W,S,20,84,1011.7,8,20.6,No
2/10/2009,17.9,19.4,3.4,W,SSW,6,94,1010.1,8,18.7,Yes
2/11/2009,16.7,23,5.6,W,S,26,77,1011.2,7,23,Yes
2/12/2009,17.5,22,0.6,W,SSE,19,76,1018.7,7,21.4,No
2/13/2009,16.4,20.4,23.2,W,SE,24,86,1025,8,17.9,Yes
2/14/2009,17,21.2,19.6,W,ESE,30,66,1019.2,8,20.4,Yes
2/15/2009,16.5,23.3,25.6,W,SE,19,88,1013.9,8,23.1,Yes
2/16/2009,18.6,25,16.4,W,SE,19,82,1017.8,7,22.6,Yes
2/17/2009,19.4,22.9,3.8,W,SE,9,70,1015.4,8,22,Yes
2/18/2009,19.4,26.6,24.6,W,S,19,93,1008.1,8,25.7,Yes
2/19/2009,18.9,28.4,1.4,W,E,19,74,1005,2,27.5,Yes
2/20/2009,20.3,26.1,0,W,E,2,78,1010.2,5,25.1,No
2/21/2009,21.9,24.4,0,W,E,0,85,1013.2,8,23.6,No
2/22/2009,20.3,24.9,2.2,W,E,13,70,1017.6,7,24.4,Yes
2/23/2009,19.6,27,0,W,ENE,0,78,1013,7,26.5,No
2/24/2009,19.9,30.5,0.8,W,SE,11,82,1013.2,0,28.2,No
2/25/2009,21.1,26.4,0,W,ESE,4,83,1014.6,7,26.1,No
2/26/2009,19.6,24.6,0,W,S,11,74,1018.7,8,23.6,No
2/27/2009,17.5,23.5,0,W,E,13,78,1015.9,7,23.2,No
2/28/2009,17.5,25.4,0,W,E,7,70,1006.9,7,24.1,No
3/1/2009,20.5,25.7,0,W,E,9,70,1010.8,8,24.8,No
3/2/2009,21.8,25.5,0,W,E,0,71,1015.2,7,25.1,No
3/3/2009,20.8,26.9,0,W,ENE,19,61,1015.2,7,25.6,No
3/4/2009,22.5,25.1,0,W,SW,4,73,1008.5,7,22.9,No
3/5/2009,16.8,24.6,0,W,SE,30,39,1008.6,1,24.2,No
3/6/2009,14.4,23.6,0,W,ESE,15,67,1011.4,1,22.5,No
3/7/2009,17.7,26.3,0,W,ESE,11,77,1011.8,3,25.8,No
3/8/2009,20.2,25.3,0,W,S,11,80,1018.7,5,22,No
3/9/2009,18.2,24.5,36.8,W,E,6,94,1020.4,7,23.6,Yes
3/10/2009,19.1,24.5,0.6,W,E,17,66,1021.3,6,24.3,No
3/11/2009,20.2,23.4,0,W,E,17,59,1022.7,3,22.3,No
3/12/2009,18.2,25.3,1.2,W,E,4,87,1020.4,2,24.7,Yes
3/13/2009,19.6,25.5,0,W,NW,7,85,1016.2,7,23.9,No
3/14/2009,19.9,27.2,0,W,ENE,2,82,1010.1,3,26.8,No
3/15/2009,19.2,27.4,17,W,E,6,81,1007.8,2,25,Yes
3/16/2009,16.1,26.8,0.4,W,E,17,42,1008.2,1,26.7,No
3/17/2009,15.9,25.7,0,W,SE,20,47,1012.5,1,23.9,No
3/18/2009,17.1,24.5,0,W,ENE,11,72,1016.1,1,24.3,No
3/19/2009,17.5,27.7,0,W,E,13,76,1013.7,2,24.9,No
3/20/2009,19.9,26.1,0,W,E,0,80,1016.6,2,25.3,No
3/21/2009,19.6,25.3,0,W,E,6,83,1017.2,4,24.9,No
3/22/2009,17.6,26.7,0,W,NE,11,82,1015.1,1,25,No
3/23/2009,19.5,25.7,0.2,W,NE,7,66,1015.1,5,25.6,No
3/24/2009,20.5,26.1,0,W,NE,6,67,1016.3,1,25.9,No
3/25/2009,20.8,26,0,W,E,4,69,1017.5,4,25.2,No
3/26/2009,20.5,26.6,1.4,W,ENE,2,72,1016.7,4,25.7,Yes
3/27/2009,20.6,23.5,0.4,W,SSE,17,69,1023.7,7,22.5,No
3/28/2009,16.4,23.5,0,W,E,9,85,1023.2,3,23,No
3/29/2009,16.1,24.4,0,W,E,9,77,1021.7,5,23,No
3/30/2009,18.6,26.2,0,W,SE,7,66,1022.3,2,24.7,No
3/31/2009,19.8,22.5,2.6,W,E,20,86,1020.4,8,19.9,Yes
4/1/2009,18.4,24.7,46,W,ESE,28,93,1021,8,23.9,Yes
4/2/2009,19.6,24.7,11.4,W,ESE,22,87,1021.8,8,23.8,Yes
4/3/2009,20.1,25.1,5,W,ENE,0,92,1016.9,6,24.4,Yes
4/4/2009,18.3,20.8,3,W,SSE,24,84,1019.2,7,20.1,Yes
4/5/2009,17.1,22.8,0,W,NE,9,72,1014.4,7,21.5,No
4/6/2009,17,21.1,0.2,W,SSE,30,69,1019.6,7,19.4,No
4/7/2009,16.3,21.3,0.2,W,SE,11,67,1024.4,7,20.1,No
4/8/2009,12.8,22.4,0,W,SE,11,66,1024.9,2,21.3,No
4/9/2009,15.1,23.2,0,W,E,9,72,1022.3,1,21.8,No
4/10/2009,14.7,22.7,0,W,E,15,81,1021,5,22.4,No
4/11/2009,17.4,23.8,0,W,ENE,0,80,1023,7,23,No
4/13/2009,20.4,22.6,0,W,S,15,79,1019.3,8,20.9,No
4/14/2009,17.6,26.9,48,W,E,19,89,1011.2,6,23.1,Yes
4/15/2009,16.1,29.3,0.2,W,NW,11,70,1006.9,0,29,No
4/16/2009,14.9,24.1,0,W,E,15,43,1011.7,0,22.6,No
4/17/2009,13.5,24.1,0,W,S,13,56,1015.9,0,22.5,No
4/18/2009,14.2,22.8,0,W,S,11,66,1018.1,1,20.9,No
4/19/2009,15.8,22.5,13.4,W,S,20,91,1017.9,7,21.7,Yes
4/20/2009,15.9,21.4,9,W,S,26,60,1018.9,7,19.7,Yes
4/21/2009,16.4,22.1,0.6,W,S,33,59,1021.3,5,20.1,No
4/22/2009,16,22.7,6.8,W,S,9,85,1022.5,7,20.1,Yes
4/23/2009,14.7,21.6,2,W,ENE,15,87,1018.2,3,20,Yes
4/24/2009,13.1,24.7,0,W,E,9,75,1006.6,6,22.6,No
4/25/2009,16.3,23.9,0.4,W,W,11,52,1002.4,1,22.2,No
4/26/2009,16.7,20.2,0,W,WNW,20,47,1003.1,2,19.5,No
4/27/2009,11.2,18.7,0,W,WNW,28,43,1012.7,1,17.9,No
4/28/2009,11.8,21.9,0,W,W,19,54,1014.9,1,20.5,No
4/29/2009,10.2,17.6,0,W,S,20,59,1019.5,7,16.6,No
4/30/2009,11,17.4,6.2,W,WSW,17,92,1020.4,7,14.1,Yes
5/1/2009,10.2,22.5,5.6,W,E,17,76,1020.9,3,20.7,Yes
5/2/2009,10.9,22,0,W,S,22,61,1022.7,1,20.8,No
5/3/2009,11.4,20.5,13,W,SE,7,85,1025.5,4,20.4,Yes
5/4/2009,12.1,23.3,0,W,E,19,84,1025.5,1,21.6,No
5/5/2009,14,21,1.2,W,S,13,86,1028.3,7,20.5,Yes
5/6/2009,12.9,22.9,0.8,W,ENE,11,92,1023.7,2,20.7,No
5/7/2009,12,22.7,0,W,SSE,20,67,1021.7,1,21.6,No
5/8/2009,12.3,20.9,0,W,S,20,71,1025,1,19.6,No
5/9/2009,11.1,22.8,0,W,E,19,74,1020.4,1,21,No
5/10/2009,13,20.1,0.8,W,SSE,11,86,1023.6,7,19.6,No
5/11/2009,11.8,18.9,1.4,W,SW,15,74,1022.4,6,17.4,Yes
5/12/2009,9.6,20.1,0,W,S,19,78,1018.1,1,18.5,No
5/13/2009,10.4,21.3,0,W,WNW,22,80,1012.8,1,20.9,No
5/14/2009,11.1,21.5,0,W,W,17,50,1010.6,1,20.5,No
5/15/2009,12.4,21.7,0,W,W,15,58,1009.7,1,21.4,No
5/16/2009,14.2,21.7,0,W,WSW,24,49,1008.1,7,21.7,No
5/17/2009,11.4,20.7,0,W,SE,15,64,1017.7,1,19.6,No
5/18/2009,10.5,20.9,0,W,ESE,19,74,1023.3,3,19.7,No
5/19/2009,13,21.4,2.6,W,E,15,91,1021.4,6,20,Yes
5/20/2009,14.5,21.2,20.2,W,ESE,33,68,1020.1,7,20.4,Yes
5/21/2009,14.8,19.7,27.2,W,E,15,53,1022,7,18.7,Yes
5/22/2009,15.6,19.6,4.6,W,E,15,59,1020.8,8,17.5,Yes
5/23/2009,15.4,20.8,17.6,W,E,15,66,1023.3,5,18.1,Yes
5/24/2009,17.4,21.3,1.6,W,E,15,52,1025.4,5,20.7,Yes
5/25/2009,13.6,20.3,0,W,E,15,82,1023.2,7,19.4,No
5/26/2009,12.8,23.4,0,W,E,15,89,1018.9,1,21.6,No
5/27/2009,13.9,16.9,0,W,W,15,88,1018.4,7,16.3,No
5/28/2009,12,19.2,3.6,W,S,17,92,1020.2,3,17.1,Yes
5/29/2009,11.4,17.5,0,W,S,20,65,1022.3,3,16.6,No
5/30/2009,9.9,16.5,15,W,SSW,19,82,1027.1,8,15.9,Yes
5/31/2009,11.6,18.8,10.6,W,E,24,86,1031.9,6,16.8,Yes
6/1/2009,13.1,16.8,0.6,W,E,17,83,1030.4,7,16.1,No
6/2/2009,12.5,19.1,0,W,ENE,13,91,1027.1,7,18.5,No
6/3/2009,13.7,18.5,8,W,E,6,89,1022.3,8,17.6,Yes
6/4/2009,13.1,17,10.4,W,ENE,15,97,1016.8,7,16.8,Yes
6/5/2009,13.1,18.5,0.6,W,W,17,93,1012.4,4,18.4,No
6/6/2009,9.3,19,0,W,WNW,17,71,1010.1,1,18.7,No
6/7/2009,10.7,19.8,0.2,W,WNW,13,80,1004.8,6,18.7,No
6/8/2009,11.4,19.2,0,W,W,13,63,1007.3,2,18.6,No
6/9/2009,10,16.2,0,W,WNW,17,62,1008.3,3,15,No
6/10/2009,9.7,14.2,0,W,WSW,35,37,1012.5,1,13.6,No
6/11/2009,6.1,15.8,0,W,W,26,48,1018.2,1,15.4,No
6/12/2009,6.2,17.1,0,W,W,22,67,1020.2,1,17.1,No
6/13/2009,7.8,18.5,0,W,WNW,9,70,1014,7,16.8,No
6/14/2009,9.4,15.6,0,W,NNE,6,74,1011.9,7,14.4,No
6/15/2009,8.2,19.8,1.2,W,SSW,15,79,1010.6,1,18.4,Yes
6/16/2009,9.2,16.3,0.6,W,S,17,81,1020.1,6,13.6,No
6/17/2009,10.5,15.6,29.8,W,WSW,19,92,1026.5,7,14.2,Yes
6/18/2009,10.1,15.4,7.8,W,E,11,95,1028.1,7,14.2,Yes
6/19/2009,9.2,18,23.6,W,E,11,95,1028,6,17.8,Yes
6/20/2009,10.9,16,0.2,W,NNE,15,95,1024.6,6,15.5,No
6/21/2009,11.7,19.1,31.8,W,NE,4,93,1020.7,7,17.8,Yes
6/22/2009,14.1,21,12.2,W,NE,9,96,1017.7,7,20.6,Yes
6/23/2009,10.1,19.6,0,W,E,13,91,1016.7,1,18.8,No
6/24/2009,9.1,18.9,0,W,E,7,86,1010.7,7,18.6,No
6/25/2009,8.7,16.9,0,W,WNW,13,69,1012.2,6,15.8,No
6/26/2009,8.7,18.6,0,W,ENE,15,76,1009.2,3,16.6,No
6/27/2009,9.4,15.8,0,W,N,7,84,1005.4,7,15.1,No
6/28/2009,10.4,18.7,0,W,WNW,11,86,1004.5,4,17.5,No
6/29/2009,9.6,20.7,2.8,W,W,17,67,1010.3,1,20.4,Yes
6/30/2009,12.3,19.9,0,W,NNW,28,66,1008.2,7,19.1,No
7/1/2009,15.7,21.2,0,W,W,7,61,1004.1,1,20.5,No
7/2/2009,11,18.9,0,W,W,13,55,1006.4,1,17.8,No
7/3/2009,11.1,16.2,0,W,W,44,50,1004,1,14.5,No
7/4/2009,8.5,17.1,0,W,W,15,59,1011.1,1,16.7,No
7/5/2009,10.1,18.1,0,W,S,20,54,1016.4,2,17.2,No
7/6/2009,6.2,15.7,0,W,WSW,19,74,1017.8,6,14.8,No
7/7/2009,7.5,15.1,0.6,W,SSW,19,81,1024.1,6,14.7,No
7/8/2009,8.6,16.8,13.8,W,ESE,15,96,1028.2,7,15.4,Yes
7/9/2009,9.1,17.6,6.2,W,ESE,13,96,1028.5,7,16.2,Yes
7/10/2009,9.5,18.6,8.8,W,SSE,13,97,1024.7,5,16.8,Yes
7/11/2009,9.1,16.4,0,W,ENE,13,94,1018.6,7,15.8,No
7/12/2009,10.3,16.8,0,W,N,9,80,1009.4,7,16.7,No
7/13/2009,11.6,17.4,0.2,W,N,9,67,1005.9,6,16.8,No
7/14/2009,10.2,17.2,0,W,WNW,15,68,1004.4,1,16.8,No
7/15/2009,6.7,17.3,0,W,NW,17,79,1008.2,3,17,No
7/16/2009,8.1,16.5,0,W,SW,24,78,1010.3,6,14.5,No
7/17/2009,9.2,15.8,7,W,SSW,20,80,1019.2,3,15.1,Yes
7/18/2009,8,18.6,0,W,WNW,15,84,1018.4,1,18.4,No
7/19/2009,8,19.9,0,W,WNW,9,66,1019.2,2,19.5,No
7/20/2009,8.2,21.3,0,W,N,15,72,1020.4,0,21.2,No
7/21/2009,8.8,23.4,0,W,E,15,68,1015.7,0,21.3,No
7/22/2009,11.2,24.7,0,W,NNW,15,54,1005.4,2,24,No
7/23/2009,11.4,18.3,3.6,W,SSW,4,62,1014.5,1,16.4,Yes
7/24/2009,8.4,17.5,0.6,W,E,20,62,1024.6,1,16.1,No
7/25/2009,7.6,18.6,0,W,ENE,15,81,1022.1,0,15.5,No
7/26/2009,8.9,15.3,0,W,W,4,83,1014.2,7,14.1,No
7/27/2009,8.3,18.9,12.2,W,WSW,19,72,1015.4,1,18.8,Yes
7/28/2009,8.1,18.7,0,W,WSW,11,63,1020.2,1,17.9,No
7/29/2009,9.5,19.5,0,W,WSW,17,61,1022.3,1,18.7,No
7/30/2009,8.5,18.9,0,W,W,22,65,1019.3,1,18.7,No
7/31/2009,9.2,19.7,0,W,W,9,66,1017.9,5,18.4,No
8/1/2009,9.2,19.2,0,W,WNW,20,60,1021.4,0,18.8,No
8/2/2009,7.9,19.2,0,W,E,20,63,1022.7,1,17.3,No
8/3/2009,8.3,20.5,0,W,W,13,58,1019.6,3,19.9,No
8/4/2009,10,19.8,0,W,W,11,70,1017.4,7,18.2,No
8/5/2009,7.6,19.3,0,W,ESE,17,69,1020.4,4,17.5,No
8/6/2009,8,19.5,0,W,NE,13,73,1019.2,7,17.6,No
8/7/2009,11,23.5,0,W,WNW,22,47,1009.4,3,23.2,No
8/8/2009,7.8,16.8,0,W,S,22,46,1020.8,2,15.9,No
8/9/2009,5.9,16.8,0,W,E,17,70,1017.9,3,16,No
8/10/2009,6.8,16.3,0,W,E,11,77,1017,7,15.7,No
8/11/2009,9.1,16.8,0,W,N,13,81,1012.5,7,16.3,No
8/12/2009,8.9,19.8,4.2,W,WNW,19,77,1009.4,4,19.6,Yes
8/13/2009,9,21,0,W,WSW,9,63,1011.7,0,20.5,No
8/14/2009,10.8,21,0,W,E,20,61,1016.5,3,17.9,No
8/15/2009,8.7,22.1,0,W,WNW,13,77,1016.2,0,22.1,No
8/16/2009,9.4,25.7,0,W,NE,6,66,1009,1,25.2,No
8/17/2009,13,22.9,0,W,SW,22,37,1013.7,0,22.7,No
8/18/2009,9,18.9,0,W,E,19,48,1026.3,1,17,No
8/19/2009,7.8,17.9,0,W,NE,13,70,1023.2,0,17.5,No
8/20/2009,9.9,21.1,0,W,E,13,74,1014.2,7,19,No
8/21/2009,11.1,25,0,W,NNE,13,47,1002.1,2,25,No
8/22/2009,14.5,20.8,0,W,ENE,7,51,1009.9,7,17.9,No
8/23/2009,13.3,25.1,0,W,ENE,13,64,1007.8,1,22.3,No
8/24/2009,17,23.9,0,W,NW,26,47,1005.9,2,18.9,No
8/25/2009,15.6,20.2,1.6,W,WNW,31,29,1006.8,1,19.5,Yes
8/26/2009,12,21.6,0,W,WNW,13,32,1010.8,0,21.3,No
8/27/2009,11.3,20.9,0,W,NE,4,44,1013.5,0,20.4,No
8/28/2009,10.6,24.8,0,W,NE,2,44,1013.1,0,22,No
8/29/2009,14.8,25.7,0,W,NE,20,51,998.9,8,20.4,No
8/30/2009,13.7,19.5,0.2,W,W,30,34,1010.6,1,18.8,No
8/31/2009,9.2,21.5,0,W,W,20,40,1014,1,21.4,No
9/1/2009,11.1,22,0,W,ESE,13,49,1019.6,1,19.2,No
9/2/2009,9.7,18.7,0,W,E,11,60,1021.8,0,17.7,No
9/3/2009,12,21.1,0,W,W,11,80,1018.9,3,16.3,No
9/4/2009,14.7,25.3,6,W,WNW,11,81,1010,7,25,Yes
9/5/2009,14.7,21.2,0,W,ESE,19,36,1015.1,2,19.8,No
9/6/2009,10.4,18.2,0,W,ENE,13,53,1014,3,17.7,No
9/7/2009,13.5,19.9,0,W,NE,17,74,1000.8,7,19.1,No
9/8/2009,11.6,21.1,5.4,W,ENE,7,56,1007.6,1,17,Yes
9/9/2009,10.3,20.8,0.2,W,WSW,20,47,1008.8,1,20.4,No
9/10/2009,10,22.2,0,W,E,20,45,1013.9,1,19.8,No
9/11/2009,9.5,22.4,0,W,E,15,50,1019.4,0,18.4,No
9/12/2009,11,28.5,0,W,NE,11,49,1019.1,0,25.5,No
9/13/2009,17.3,32.2,0,W,E,20,24,1015.5,0,31.9,No
9/14/2009,18.1,19.7,0,W,SSE,30,70,1021.3,5,18.4,No
9/15/2009,15.4,20.4,0,W,NE,9,77,1016.4,7,19.7,No
9/16/2009,15.6,22.2,0,W,SSE,9,80,1019.7,8,19.5,No
9/17/2009,14.7,32.1,0,W,NNW,4,68,1010.1,2,31.2,No
9/18/2009,19,23.5,0,W,SE,17,43,1018.4,3,21.2,No
9/19/2009,13.1,20.8,0,W,E,9,63,1013,1,19.4,No
9/20/2009,13.8,24.7,0,W,NE,9,49,1010.9,4,23.7,No
9/21/2009,15.7,25.8,0,W,E,13,69,1012,3,19.3,No
9/22/2009,17.1,31.7,0,W,NNW,24,45,998.3,0,30.9,No
9/23/2009,17,21.8,4.4,W,W,30,40,997.8,9,20.9,Yes
9/24/2009,15.1,25,0,W,WNW,31,36,1009.6,1,24,No
9/25/2009,13.5,25.4,0,W,NE,17,36,1007,0,22.4,No
9/26/2009,17.1,19.6,0,W,W,15,24,1004.5,1,18.4,No
9/27/2009,10.1,17.2,0,W,W,39,30,1004.1,1,16.9,No
9/28/2009,11,21.4,0,W,S,30,39,1005.6,1,19.7,No
9/29/2009,11.4,21,0,W,E,17,42,1011.8,1,18.8,No
9/30/2009,10.9,25.6,0,W,ENE,9,57,1012.6,2,22,No
10/1/2009,14.9,33.1,0,W,E,15,21,1007.7,3,32.8,No
10/2/2009,16.5,20.7,0,W,SE,15,72,1010,7,19.4,No
10/3/2009,13.6,15.2,12.6,W,S,22,91,1014.1,8,14.5,Yes
10/4/2009,12.9,17,38.2,W,E,6,88,1019.8,8,16.6,Yes
10/5/2009,13.1,20.2,3.4,W,E,13,91,1017.1,7,18.4,Yes
10/6/2009,11.5,19.6,6.6,W,E,22,77,1016.7,6,18,Yes
10/7/2009,10.6,19.3,7,W,WSW,20,51,1011.3,1,18.5,Yes
10/8/2009,10.5,17.5,2.2,W,SSW,26,49,1019.9,6,16.9,Yes
10/9/2009,9.6,17.1,0,W,S,15,65,1026,5,13.9,No
10/10/2009,8.9,18.6,24.4,W,S,15,84,1027.3,4,17.6,Yes
10/11/2009,11.8,19.3,2.2,W,NNE,15,91,1019.8,7,19.2,Yes
10/12/2009,11.3,22.6,0,W,E,4,61,1006.4,2,21.1,No
10/13/2009,17,24.5,0,W,WNW,26,38,998.7,1,24,No
10/14/2009,15.2,22.1,0,W,WNW,20,36,1000.7,1,17.8,No
10/15/2009,13.8,23,0,W,WNW,11,46,1006.2,6,22,No
10/16/2009,11.8,21.2,0,W,W,33,42,1011.8,1,20.5,No
10/17/2009,11.6,21.2,0,W,SE,15,53,1020.6,1,20.3,No
10/18/2009,13.8,18.8,7,W,ESE,4,80,1025.3,6,18.5,Yes
10/19/2009,12.4,20.8,1,W,E,7,71,1024.7,1,20.4,No
10/20/2009,14.3,23,0,W,ENE,9,71,1018.7,0,22,No
10/21/2009,15.6,34.6,0,W,E,15,44,1016.8,1,29.7,No
10/22/2009,17.9,21.3,0,W,E,9,67,1022.6,8,20,No
10/23/2009,17.5,22.9,0,W,E,7,66,1014.7,3,21.6,No
10/24/2009,16.8,22.1,0,W,E,17,63,1016.3,4,20.9,No
10/25/2009,17.9,20.9,0,W,WNW,7,72,1015.7,7,16.5,No
10/26/2009,14.4,17,73.2,W,SE,31,91,1025.3,8,16.6,Yes
10/27/2009,14.7,18.8,1.4,W,E,22,58,1027.7,8,18.4,Yes
10/30/2009,17.3,23.4,0,W,ENE,11,78,1020.6,5,22.8,No
10/31/2009,18.7,22.8,0,W,E,17,80,1023.4,6,22.1,No
11/1/2009,16.9,24.2,0,W,NE,19,62,1019.9,1,23.4,No
11/2/2009,18.8,26,0,W,ESE,17,82,1017.5,8,24.5,No
11/3/2009,18.9,36.9,0,W,WNW,9,73,1006.6,6,36.3,No
11/4/2009,19.4,19.9,0,W,E,11,71,1015.5,8,19.1,No
11/5/2009,16.9,19.8,0,W,ESE,13,75,1021.9,7,19.1,No
11/6/2009,16.7,21.3,1.4,W,E,24,66,1027.1,7,20.8,Yes
11/7/2009,17.2,22.9,4.2,W,E,20,69,1030,6,22.5,Yes
11/8/2009,19.1,21.9,0,W,E,9,75,1028.8,8,19.9,No
11/9/2009,19.1,23.2,0.8,W,E,19,77,1024,6,22.8,No
11/10/2009,15.9,23.9,0,W,ENE,4,61,1020,1,23.2,No
11/11/2009,15.4,23.9,0,W,E,15,74,1021.3,1,23.1,No
11/12/2009,16.6,26.7,0,W,NNE,17,70,1013.4,0,26,No
11/13/2009,19.5,23,4,W,SSE,26,66,1019.2,6,22.5,Yes
11/14/2009,15,24.3,0.2,W,ENE,6,66,1011.4,2,23.4,No
11/15/2009,18.5,25.1,0,W,SE,17,74,1011.7,4,23.8,No
11/16/2009,18.7,27.6,0,W,E,6,72,1002,5,26.6,No
11/17/2009,19.4,23.6,1.4,W,SSE,20,61,1009.7,7,21,Yes
11/18/2009,17.8,23.8,0,W,ENE,4,72,1010.3,7,23.2,No
11/19/2009,18.4,26.5,0,W,ENE,9,70,1009.2,3,26,No
11/20/2009,21,33.2,0,W,E,9,71,1005.7,0,29,No
11/21/2009,22,31.5,0,W,SE,4,56,1006.6,7,30.2,No
11/22/2009,21.2,40.4,0,W,N,11,75,1001.5,6,39.8,No
11/23/2009,19.9,22.8,0,W,SSE,28,62,1022.6,7,20.4,No
11/24/2009,18.1,21.5,0,W,SSE,13,84,1024.3,8,20.6,No
11/25/2009,18.3,25,0.2,W,E,4,82,1018.4,2,24,No
11/26/2009,21.3,26.6,0,W,NE,15,80,1011.2,7,24.8,No
11/27/2009,21.3,33.2,1,W,E,17,50,1007.1,1,28.7,No
11/28/2009,21.1,29.3,0,W,NE,7,63,1000.2,0,28.2,No
11/29/2009,19.5,30.5,0,W,W,13,28,998.7,0,29.3,No
11/30/2009,18.1,23.1,0,W,S,19,55,1009.2,4,19.6,No
12/1/2009,14.3,21.2,4.4,W,S,22,58,1017.4,2,19.4,Yes
12/2/2009,13.5,22.6,10.2,W,SE,17,69,1021.7,7,21.5,Yes
12/3/2009,15.2,22.6,0,W,ENE,2,58,1017.9,1,22,No
12/4/2009,17.3,24.4,0,W,SSE,26,69,1015.6,0,22.5,No
12/5/2009,18.2,23.4,0,W,E,2,59,1012.6,7,22,No
12/6/2009,18.7,25.6,0,W,ENE,11,61,1015,5,23.8,No
12/7/2009,21.7,28.5,0,W,E,11,67,1007.4,1,27.3,No
12/8/2009,20.1,27.6,0,W,E,9,68,1000.8,7,24.1,No
12/9/2009,18.4,24,0.6,W,ESE,17,76,1010.2,6,22,No
12/10/2009,19.2,28.8,0,W,NE,4,75,1006,8,24.8,No
12/11/2009,19.9,28.8,0,W,ESE,11,30,1013.1,2,25.1,No
12/12/2009,16.9,27.1,0,W,ENE,7,57,1014,1,24.8,No
12/13/2009,20.3,27.4,0,W,SE,15,68,1015.2,3,25.9,No
12/14/2009,20,24.3,0,W,ESE,11,72,1021.1,7,21.1,No
12/15/2009,19.1,24.5,0,W,ENE,15,59,1020.3,6,23.6,No
12/16/2009,21.7,26.5,0,W,NE,13,74,1016.1,4,26,No
12/17/2009,21.5,32,0,W,NNE,13,71,1008.5,0,29.8,No
12/18/2009,20.2,21.4,5.4,W,SSE,11,87,1016.7,8,18.5,Yes
12/19/2009,16.9,28.9,8,W,SSE,15,70,1013.9,0,27.4,Yes
12/20/2009,19.6,22.5,0,W,E,15,62,1019.8,8,21.8,No
12/21/2009,19.9,24.9,0,W,NE,17,65,1012.6,4,23.3,No
12/22/2009,19.7,29.4,0,W,ENE,2,58,1009.7,3,27.1,No
12/26/2009,17.7,20.2,12,W,SSW,17,91,1016.4,8,18.6,Yes
12/27/2009,17.7,22.9,4.8,W,SSE,20,92,1016.1,8,22.3,Yes
12/28/2009,20.1,23.1,16,W,S,13,97,1015.4,8,22.7,Yes
12/29/2009,19.8,26.1,5.4,W,SE,17,69,1021.2,4,25.9,Yes
12/30/2009,19.8,25.2,0,W,SSE,20,66,1023.1,5,24.5,No
12/31/2009,20.1,24.8,0,W,ENE,2,92,1017.2,8,23.3,No
1/1/2010,20.9,29.3,0.4,W,E,2,84,1010.4,8,29,No
1/2/2010,23.3,30.7,0,W,E,15,70,1005.7,7,24.9,No
1/3/2010,18.9,21.5,8.6,W,E,15,80,1016,8,20.8,Yes
1/4/2010,18.2,23.9,1,W,ENE,7,64,1019.1,7,23.2,No
1/5/2010,18.3,26.1,0.2,W,ENE,13,64,1014.6,1,25.7,No
1/6/2010,21.8,27.6,0,W,SE,15,83,1013.8,7,24.8,No
1/7/2010,20.8,24.9,0,W,SE,13,66,1017.4,8,23.4,No
1/8/2010,20.9,25.6,0.4,W,E,13,66,1019.7,7,25.5,No
1/9/2010,20.8,32.4,0,W,NE,2,76,1014.6,1,30.6,No
1/10/2010,24.1,30,0,W,SSE,2,65,1015.4,1,28.9,No
1/11/2010,22.1,25.8,0,W,NE,11,64,1016.1,6,25.8,No
1/12/2010,23,30.3,0,W,ENE,6,77,1008.5,7,28.4,No
1/13/2010,23.7,27.7,0.2,W,SSE,19,64,1011,1,25.4,No
1/14/2010,19.5,22.9,13,W,S,22,90,1017.6,8,21,Yes
1/15/2010,19,25.1,0.2,W,ESE,9,83,1017.2,8,24.4,No
